,Generation,label
0,latest headlin cnn busi googl googl glass may import technolog world today one googl street view car camera take photo anyth googl chromecast becom popular stream devic also great way watch video googl home speaker great way listen music also great way control smart home devic googl new android wear smartwatch great also great way control smart home devic googl chrome browser becom popular browser also great way control smart home devic googl new googl photo app great way keep track photo also great way control smart home devic googl googl map app great way navig around also great way control smart home devic googl new googl play music stream servic great way listen music also great way control smart home devic googl googl len app great way take photo also great way control smart home devic googl new googl play servic great way manag app servic also great way control smart home devic googl new googl play servic great way manag app servic also great way control smart home devic googl new googl search app great way find right inform also great way control smart home devic googl new googl play music app great way listen music also great way control smart home devic googl new googl map app great way navig around also great way control smart home devic googl new googl play store great way get great app game also great way control smart home devic googl new googl wallet app great way pay googl wallet also great way control smart home,gpt2
1,china want take victori lap handl coronaviru outbreak popul provinc world health organ said friday china stop spread viru biggest citi shanghai first time sinc outbreak began march said outbreak contain five citi eight district new case report citi said first time viru contain citi although previou case number citi countri said also found new case viru countri restiv southern region guangdong pleas shanghai region success halt spread coronaviru directorgener margaret chan said statement particularli pleas viru contain shanghai citi million peopl first time countri histori ad china popul billion million live southern region viru sicken peopl china said infect peopl countri includ unit state unit kingdom franc said outbreak still spread said also investig whether link outbreak viru kill least peopl unit state last month china top health offici call outbreak public health emerg vow take necessari measur outbreak spread fast urgent strengthen respons prevent spread viru health minist chen jine said statement thursday said five district viru contain new case viru said viru transmit contact bodili fluid infect peopl said viru known spread direct contact infect peopl food eat air breath new case viru worri possibl countri may affect directorgener margaret chan said said,gpt2
2,coronaviru disinform creat challeng china govern face number challeng domest foreign media journal said novemb world health organ issu warn chines health author spread viru warn viru affect peopl china could also spread part world chines govern said make effort control viru includ monitor control number peopl infect reduc spread viru purpos site site dedic histori indian nation armi indian armi indian armi histori intend resourc interest histori indian armi histori earli year indian armi present site dedic indian armi indian armi histori histori indian armi present form interact timelin timelin divid sever section primari section indian armi indian armi histori section timelin divid differ era begin period end period present timelin divid differ section main section timelin divid follow section present inform indian armi indian armi histori pleas click addit timelin site sever section provid inform indian armi indian armi histori includ somervil somervil citi council unanim approv new bike lane along central avenu north street north avenu new lane improv safeti bicyclist driver also provid altern rout pedestrian bicyclist new bike lane instal along central avenu north street mass avenu bridg new lane provid direct rout cyclist pedestrian place middl street exist bike lane remain place new bike lane mile stretch north street mass avenu bridg instal central avenu north street mass avenu bridg new lane provid direct rout cyclist pedestrian place middl,gpt2
3,china coronaviru eat wild anim made illeg end trade wont easi european union outlaw trade wild anim use product despit call anim welfar group go move announc thursday latest step eu drive end use wild anim european agricultur come public outcri sale wild anim china use tradit medicin februari european commiss gave china end trade wild anim move come amid grow concern spread coronaviru cva china affect peopl countri kill least diseas first detect pig china march sinc spread anim cva highli contagi viral diseas affect heart lung brain spread close contact infect anim cva first detect pig china march sinc spread anim link least death link number ill china includ mad cow diseas skin cancer latest outbreak chines author close pig farm close shop sell meat farm eu also issu warn china wild anim use tradit medicin bred sold eu eu decis come public outcri sale wild anim china use tradit medicin commiss work propos time come public outcri sale wild anim china use tradit medicin commiss work propos time come public outcri sale wild anim china use tradit medicin commiss announc today decis introduc ban trade wild anim european union eu also ban use wild anim tradit medicin eu ban effect januari commiss said receiv number letter comment consum anim welfar group commiss receiv number,gpt2
4,china economi could shrink first time decad coronaviru accord report releas monday world bank world health organ china economi could shrink first time decad coronaviru accord report releas monday world bank world health organ report found countri growth slow percent percent percent percent china economi could shrink first time decad coronaviru accord report releas monday world bank world health organ report found countri growth slow percent percent percent percent china econom slowdown expect continu report said report said econom slowdown mainli due impact countri econom slowdown slowdown top two export industri steel coal china econom slowdown mainli due impact countri econom slowdown slowdown top two export industri steel coal china economi expect contract percent previou estim percent accord world bank report china economi expect contract percent previou estim percent accord world bank report report said global econom slowdown global financi crisi main factor behind slowdown report said global econom slowdown global financi crisi main factor behind slowdown report said global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi crisi global econom slowdown mainli due impact global financi,gpt2
5,china japan bud relationship time coronaviru media lot fun fairli rare event cdc yet issu public health alert im curiou averag length time time coronaviru identifi unit state time detect china realli clear like us china work togeth quit time cdc detail list contact us die viru there good chanc theyv alreadi contact chines patient that surpris see chines stori happen china often see chines news stori us person die viru us govern issu alert help think import get inform cdc recommend use vaccin theyr specif there way prepar diseas known cure vaccin viru best get vaccin protect viru current expos peopl risk think import get vaccin cdc page that worth check your worri viru highli recommend take look articl cdc websit pretti comprehens list recommend peopl risk contract viru thank happi holiday detroit mi new studi publish journal american medic associ found woman risk develop breast cancer increas time mother child born cleft palat research univers michigan medic school univers michigan health system conduct studi track health lifestyl women us age time survey studi found women children cleft fold increas risk develop breast cancer cleft palat larg,gpt2
6,coronaviru fast becom econom pandem due rapid growth emerg pandem zika viru viru found blood sampl sever pregnant women brazil well american tourist accord studi publish journal natur viru found blood five women brazil well one us viru spread rapidli area research univers california san francisco ucsf found viru found blood five women brazil well one us viru found blood five women brazil well one us viru spread rapidli area viru found blood five women brazil well one us viru spread rapidli area viru also found blood one american woman visit zika region brazil return home fever viru also found blood one american woman visit zika region brazil return home fever viru also found blood one american woman visit zika region brazil return home fever research said viru spread area like viru slip blood women research said viru spread area like viru slip blood women brazilian doctor work area said viru caus seriou epidem area dr armando motta said viru caus seriou epidem area viru spread rapidli area viru also found blood one american woman visit zika region brazil return home fever viru also found blood one american woman visit zika region brazil return home fever dr armando motta work area said viru caus seriou epidem area viru spread rapidli,gpt2
7,histori wuhan onetim chines capit coronaviru epicent wuhan capit hubei provinc plagu viru sicken nearli peopl mostli young children sinc may first case report may second case report may viru sinc spread least eight provinc china number confirm case expect rise first case citi wuhan home world largest steelmak industri staterun news agenc xinhua report first case child fell ill may wuhan govern said statement citi close past two week viru contain citi hospit set handl case statement world health organ said extrem concern report case typhoid fever china activ emerg respons team said monitor situat close also send team china assess situat wuhan epicent massiv outbreak coronaviru sicken peopl hubei provinc southwestern china viru transmit contamin food water caus sever acut kidney failur death also caus sever respiratori ill infant born sever kidney failur chines govern declar three day nation mourn victim outbreak declar threeday period nation mourn first case outbreak believ link contamin food suppli citi wuhan wednesday said outbreak far affect peopl china specif number peopl die said evid link outbreak hn pandem viru washington reuter us govern prepar spend billion dollar next gener nuclear weapon despit strong opposit member congress report issu show thursday worker clean us air forc b stratofortress nuclear bomb,gpt2
8,global stock pull back edg histor selloff dow jone industri averag fell point sp lost nasdaq composit lost paneuropean ftseurofirst index fell german dax index lost french cac index lost world largest bank includ jpmorgan chase co bank america corp report weakerthanexpect quarterli result moodi investor servic cut longterm credit rate us bank bbb cite uncertainti fiscal econom polici lack clariti fed respond credit rate agenc also downgrad us govern debt aa aa cite possibl higher interest rate lack clariti fiscal monetari polici investor continu take opportun buy stock tear fuel ralli us dollar strong us economi rise expect feder reserv rais interest rate dow jone industri averag gain point sinc start year sp year nasdaq composit differ world good old day said charl mann chief market strategist charl schwab like dow jone industri averag gain point sinc start year sp year nasdaq composit dow jone industri averag gain point sinc start year sp year nasdaq composit dow jone industri averag gain point sinc start year sp year nasdaq composit dow jone industri averag gain point sinc start,gpt2
9,chines diplomat promot conspiraci theori us militari brought viru wuhan citi wuhan china hubei provinc plagu mysteri outbreak strang ill blame use ban insecticid number ill report citi health depart urg peopl avoid contact contamin area wuhan govern promot conspiraci theori us militari brought viru citi order destroy infrastructur chines govern also issu warn resid avoid contact infect area citi health depart issu warn resid avoid contact infect area citi wuhan china hubei provinc plagu mysteri outbreak strang ill blame use ban insecticid citi popul approxim million home around peopl citi health depart issu warn resid avoid contact infect area citi health depart issu warn resid avoid contact infect area citi popul approxim million home around peopl citi health depart issu warn resid avoid contact infect area citi popul approxim million home around peopl citi health depart issu warn resid avoid contact infect area cnn yearold boy sentenc friday life prison without possibl parol fatal shoot yearold man park miami garden florida polic offici said juan gabriel hernandez time shoot plead guilti seconddegre murder march hernandez arrest march shoot kill yearold andrew torr walk park girlfriend hernandez admit shoot mother call accord polic report said hernandez shot torr back bullet gone torr heart detect david carbon said hernandez park mother cousin accord polic report,gpt2
